sentiment,content
0,running annapolis half marathon weekend failed meet registeration deadline amp completely filled
0,loryanyumul miss gonna irvine again liz reminiscing adventure
0,painful sound world cry someone love what s worse can t even hold say i m sorry
0,gonna laundry never laundry hotel before i miss r even though ignore even check me
0,kathleen bee coincidently friend cancelled movie date
0,woke up dont want go work
0,done geology i m really missing favorite sister especially can t go banquet tonight
0,i m depressed right now idk
0,holy wow think could ve slept day soooo tired
0,movietfan well completely lame i m sorry dude
0,ohcherub yeah know mwan
0,senior s last day
0,pic arent working twitter
0,sad coz hyd theka s dont beer
0,i m again wish could share problem someone
1,http twitpic com tn home sweet home picnic blanket though
0,u see dont shadez
0,sun
0,arghh found ianknaan going rock bell can t go
0,fb hate try amp support local bookstore amp never need
0,yet start paper due tonight motivation
0,figure start raining freed work
0,supergirlnancy sorry code posted site
0,ekardmatt well man truck many mile away
0,found mad men season delayed august
0,jonjordan wt glad hear it though missing watching outside igloo day
0,still lose follower people hate me world hate maybe read more http is gd jgi
1,mileycyrus quot i wanna go prom one day quot i wish u go prom even though im guy but thatwouldmakeof myfriends happy
0,hate bringing ipod school
1,pom pup favoring front paw
0,jaycoolk want go peach also miss kittin pendulum chase amp status bloody beetroot fair
0,far sick sing i ve got post nasal drip sore throat sent sorry email
0,helped save runaway dog want friend though
1,aahhhh new pic new moon brill think wait month
0,bad mood
0,headache headache go away
0,oleg s can t test it my demo license expired yesterday
0,ugh still sick calgary cold lasted forever
0,still stupidly sick cancelled philly trip sad day
0,sorry think hr till day off
0,still feelin like blah hour
0,velmadaria i m still thinking fkc meal missed yesterday
0,pouring outside cleaning locker bookbag heavy back arm killing
0,bored everyone social life except me i m babysitting brother tonight til dunno ill allowed
0,gone miss kay way already
0,feelin lonely spendin last hour friend
0,think i m gay
1,sunshineangel yeah course next time icq
0,came home thinking maybe something good eat apparently not
0,looking special girl im fed bein hurt
0,aldenpolicar sad saying i m fat tear
0,drs beverly hill doctor s scare crap
1,woo exam nxt wk
0,stephmccall ugh i m worried history wednesday i m freaking much
0,haha bet man make heel im sorry hurt though hope feel better livelovesing
1,grrrr cant even enjoy b e a utiful day finish damned essay philosophy
1,oohlalisa oh yes quite nice photoshop liep zojuist vast start painting rï¿½isï¿½ngs glove
0,jflutie u never sent carrie ur asshole asshole miss
1,tomorrow he ll gone new home i born single our little puppy basset hound
0,safely say euro winner week
0,erickaditioner noooooooo miss sooooooo much gaah
0,friend
0,rebeccablack i m sorry ahahah rachel look much like
0,headaaaaaaaaaaaache
0,karenemcg yeah sound good
0,crappy music radio
0,xjakexchaosx playing st pete sold month im trying go orlando one live st pete lol
0,musecrossing much a sugar b taste lord put ya down fun way
1,cub wow big close top rd bang bang play st amp starting rain
0,msteagan sadly cannot listen sob
0,im bored well crappy first day school
0,want cry
0,ashleypeaces left sad waiting mom come home want papa john dinner
1,hanging school last day senior
0,im soo bored im deffo missing music channel
0,velcrshoes great i ll check get work block sims work
0,ziggy friday feel boring too time fun today much mood either
0,wynstonfernando take class fall cool though im okay
0,empsfm work missed shannon could barely contain herself amazingly good time
0,sometimes wish hair back
1,nice natalie taught jameson quot why quot
0,mtmodular pixy number give energy rush playing festival close june work go
0,birthdaytwin that s depressing
0,want whole day hurry up
0,applecharlotte unfair wanna go too
0,shi gaming thingy mine finally died year rip
0,slambooutchea day
0,yea baby im gonna miss much
0,crashing wi high missing mayfield
0,hate sick make soup
0,screwed sat u
0,sun cool
0,feelin well feel sooooo weak i hate bein sick summer
0,hour left teenager ill sleepin hour depressing
1,jurisdiva looking like magic
1,werewolfseth think niece got sickee lame
0,wanted go basshunter concert tonight wanted to
1,happy skool let out today last day yippee r i p jackson tyler morris always loved never forgotten
0,miss boo
0,bragging kitten cuteness cat never came home wanna throw
0,really wanted job
0,ugg want go kaylen house cant finna bored weekend uuurgg wanna spend da nite go see go shopping
1,eating wich yumm dont think i ve since season ended
0,one call awww wish could talking minute
0,sad day beer drinking movie goer speakeasy theater
0,good mood mama s away si can t talk either boy can t see weekend planned
0,man fucked test playing cod day till summer
0,stuck long as traffic motorway i m gonna get home pm i m tired
0,beautiful night im stuck inside feelin ill instead crazzzzzzzy as party
0,staceyi awww missed twitpic
0,watching quot week later quot good day
1,trip stockholm got cancelled make i m planning shopping tomorrow nothing make girl happy like shopping
0,ogvenoe can t die lunch date rocio coming plus new shoe ugh
0,good day sigh
0,tummy hurt
1,goldi m except im site near airport dixon lil starbucks gps head hehe
0,missin ia guy really
0,chezery im going work married wud never see
0,gah i m jittery upset absolutely reason
0,rest peace marshall
0,iaretanja forgot put something essential day
0,writing yearbook make wanna cry
0,heeder s monday well absolutely plan weekend
1,wanna see jb d movie experience wanna quot touch quot joe hehehe
0,sweet pea darn think journey like really
0,spyou oh no i m sorry hope back bike soon
0,locked house shit thank god there s internet
0,angelofmusic can t toy story come june
1,realized tonight s drake
0,tina beanz damn sorry hear tina
0,assfuck quot i m sorry quot roll okay gave in i m sucker http twitpic com xt
0,thingsmummysaid result broken condom
1,amazing brand new pari neb broke go figure weekend look like getting another one next week sigh
0,pinksealight oh lucky u need send mine away get fixed
0,phone stubborn think gene something
0,thebeckyanne i m giving si show crib sunday incredible jewelry designer gone
0,watched d movie beautiful sad time
0,also toy story teaser carmike said would toy story movie theater fail
0,porter making sad panda
0,whopee tgif fun job
1,get new one nxt wk
0,i m work starving
0,singpolyma aaaaaaaahhhhhhhh hate internet people learn quot native widget always best quot
0,man two clock hr till work
0,ericcanaday show lunch eating solo noodle
0,ddlovato demi pretty bang everything you look grown picture liked bang
0,hi anybody else problem karma site working
0,wish school but sadly still like another month left
0,sophhs cool i m tempted see feel sorry jb though hardly people
0,arizonaobvious suck
0,happy sad may soul rest peace
0,think mowing lawn allowed done teenager suck well mow
1,ericamcgraw hi im glad fun tennis im go see dr dorfman last visit though
0,xulap consider lucky rained age depressing
0,think shopping solves world s problem leave atlanta tomorrow
0,spend lunch murderin hit
0,kerlikoiv familiar sorry feeling way
0,bigcitysomeone wish could go see ya warped sure tho
0,feeling really dizzy soo good
0,portugal derbyshire least sun shining lawn look like percy thrower gardner in residence weekend job
0,japanese exchange student cutest thing i ve ever seen seriously haha want put pocket amp keep d
0,lowestformofwit
0,rain finally arriving drat guess mean we ll picnic living room instead wolftrap tonite
0,agesthegreat ii either
1,flahmanow nï¿½o te vi onteeeeeeem
1,ellyaway know june gonna good im going se even im come out
0,contentwhore lure foot massage
0,alltimebritt made sad thought jumping joy
0,getting hair done missing
0,dios acaban de tocar pain pure heart en el primavera sound life fair
0,someone feel good
0,wholee aaron playing gig life aquatic party outside austin think we ll mi tt bday party sadly
0,aaahhhh poor chop pig
0,saaaandra want go i m tierd
0,debby alone im gutted missed convention too
0,stupid freshman ruined theatre class get play warm up game rest school year
0,llda lo siento dint enough room
0,work work kind o orc
0,adotevans im bad day
0,mandyyjirouxx damn call
0,got text guy like name guy do disapointing
0,tomorrow roomy gone
0,changed car tire cost bomb
1,jerricklim lol yes took awhile get accustomed it back apple v a x c btw apple amp still home end
0,wanna see mama called back yet mama mama
0,done cleaning taking break omg back hurt
0,wanted take photo storm misplaced camera
1,hanging around house thank god friday nina amp missmarissxox later working global project
1,rain rain rain go away come back next week i m gone via gigglingmarlin raining lie crazy key
0,saying good bye ronald today difficult sad well miss yuu
0,i ve realised able talk crazy cat sunday sad now
0,sitting wondering amp wishing bunch stuff never
0,halestormrocks wish y all unfortunately able make it gotta work nd gig today
1,rbmartin yeh knew wot meant kinda lol seems alot radio bod here i ve lost count
0,http twitpic com h yd drive within foot green nd time playing hole count though bcit golf
0,alyssa milano local pet store get shut last something like that it s horrible animal go through
1,ikklepickle haha fail remember sohcahtoa xd
1,wanna see upppppp
0,luuloo im really sorry know wallah u feel life shittttttttt
0,lunch forrest baron fpu dead
0,one thalia fat joe wtf terri im getn ne funny today
1,pinkbunny aww hope uve hada good day xxxxx
0,yeah last long
0,fieldnotes ordered th still arrived week still book
1,theexplodingboi white wine reminds vinegar
0,dougiemcfly too hehe hate cold totaly annoying
0,work really sucked past day amp meeting mon got rescheduled am that s plain evil i need new job
0,sad face moment day
0,sitting almost empty dorm waiting jordan come take last thing say good bye graduate tomorrow
0,sosip oooh i wish could ve gone today too know zach looking forward it
0,zee can t gravity let me
0,suzanella missed mine too fun
0,rebeccao bad but get bad news afternoon got stopped police brake light ï¿½ fine
0,relaxing day park sun back work tomorrow
0,michyvasquez oh careful road
1,i ve knack iphone got melted chocolate speaker can t hear ring
0,friend s son got visit daddy yr denied cuz daddy lost job amp could pay ton support kid want parent
0,mb triste
1,drew haha want another bagel blueberry cream cheese left bagel
0,there s one cherry dr pepper left fridge thank god im addicted stuff sad thing skin
0,im super sick w fever
0,chrisettefan hey aww man no didnt ignore dont mobile web txt see unless i m gt
0,hungry food steal
1,aarg look like go home vega weekend much maker faire
0,ughhhhhhhh feel good
0,emzok miss u m need tae catch n
1,happy google wave trending can t watch video it certain flash video blocked company s network
0,megfitzgerald heart hurt too
1,scitadel oh well great see canadian math trade getting bigger though
0,make want cry grown men discus character child
1,kristensavage knew it use love show happy weekend too
0,look like we re rained weekend climbing
1,laptop laptop taking sooooooooooo long load fdms myspace page
0,excited see quot up quot logan s birthday week sad wont party bc know kid tho
1,polaroid film today hope so green tea yum got appearance quot job quot interview much cleavage
0,looking food home nothing
0,wanna go work
0,always get left
0,back garden time foot hurt
0,used ozzy osbourne pillow mom threw out miss thing
0,shawin that s problem earphone get last month matter brand price
0,phone dead charger mile away t s r i ll talk august
0,eujean yeah
1,omg rat ewwwww omg cant wait tha marra ecxcited annabel cant go tho
0,sidrajalil even asking others enjoying sadness missing like me
1,mileycyrus closed voting all u vote best movie hope win it y o daughter lovesss sing quot the climb quot
0,micahjosiahd really going miss
0,follow mzthave cause really shop there even though showin love
0,seem photo grandma together tomorrow heart breaking
0,deg c here tech room major downside lot heat help hot outside
0,stereophonics http twitpic com p well done guy gonna miss tweet
0,failed inspection know pas wo oven wo anti tip bracket sold w oven worse tax
0,battery going die
1,wanna better already
0,daynah work iphone yet love simplicity need able sort task iphone useful
1,meeshthebeast dee mack talking baby almost grown up
0,disappointed didnt win teh glass
0,porn store forgot put dave ipod fail
0,well rite gt headache
1,scary hooked wire n printed sum graph ohhhhhh
1,one day pray get better
0,srubin sorry disappoint
0,sars really got down
1,alone weekend
0,agesthegreat ugh amp didnt hit up ok lol jk u doin here
0,want face somatic drawing david lanham want leopard theme somatic theme im sad im big fan
1,time get ready work
0,tired
1,therage come you atl show jljf swear fun they re much fun
0,i m wishing outside instead trapped office
0,shrunk favourite cardigan hubby said he d buy new one practically lived gone shall say word
0,bondean sad thing wanted work year dream job crushed saw crappy wa still bitter
0,yep candymantk sleep fail another hour it ll d amp d fail
1,workout done today time get ready work
1,filmnerdjamie i ve seen star trek twice seeing quot up quot today d since outvoted
0,angiemartinez too florida last weekend rain came back home ri rain terrible
0,return joy co i m tired tired inspire weary eyed see ire irony
1,tgif rainy blah outside need sun trying figure tonight want go prov hookah bar
0,officially miss quark huhuhu heart hand partner one dance tonight come home so http plurk com p xkz
0,zwriter missing qualifying think david reutimann leading
0,oliverphelps good time sadly mean i m probably gonna rain
0,lt i gt waiting natie come online miss
0,ugh soooo drag assing today brighter note got g update amp biznesssss
0,havent age sorry twitter tweetdeck broken
1,retrorewind dave thanks playing happy birthday nkotb today bday lonely bday today
0,cont small child puppy cleche sarcasm annoying bcreative again that s harrd
0,one go see tiesto
0,watching dr phil s special same sex marriage sad ignorant people
0,suck school nothing
0,feel like fish im big glass car dealership looking world people walking fun sun im stuck here
0,i m work bored mind
0,sunbathe today look like lobster feel like someone burning alive
0,eddieishere walk street london town no field
0,thedailyshow week
0,flickr longer recognize e mail address can t log in
0,oh zombiepix follow anymore need someone cheer
0,last day work taking shared googledocs actually kinda getting
0,livefreet awww that s sad
0,crypticirnangel sad nothing
1,love dreambears want gay best friend
0,im tired bored sad what great evening
0,would love say tgif working am tomorrow
0,mad traffic
0,working tonight http plurk com p xkbv
1,want go walmart go alone
0,dont mind long line there super cutie front me bad he s wearing gay bracelet girl name
0,loved sun today love black suit black top plus train tube get meeting back need shop summer
0,dane cook sport arena tonight wish ticket
0,fuck oh god internal clock really fucked up nooooo
0,i m gonna cry went bad history test really hate history
1,davidjosman quot quite alright quot plus side ate cinnamin toast crunch breakfast eating strawberry
0,beta expired today back public release miss already
1,two week left middle school gig full time work summer teaching credential begin end august
0,chicago pretty much sold tshirts
0,wow really missin fam ily today baddd
0,really sorry becausei looking forward it thought itd fun u wanted hear it iowe u beer
0,miss nipissing pita good thing we ve got euphoria barrie cause would never survive summer without pita smoothy
0,omg taylor selena broke sooo sad aw think actually like selena now poor gal
0,friend got mugged morning
0,family come probably weekend
0,billiemcfly said nite x
1,stopped raining fuckingtastic
0,house hunting pain house shifting super pain packing never seems end can t even imagine unpacking p
0,another friday night in man skint rubbish
0,realdawnsummers haha i m quot work quot can t read anything
1,stereophonics http twitpic com p feel really emotional great seeing pic keeping you gonna
0,god i ll miss bf fuckin much month snï¿½ff
0,knew listening miley cyrus morning bad idea
0,omg maddie holby dead gutted loved nadine lewington really wanted maddie clifford get together
0,zacofficial twitter phone sad
0,awww daddy got car accident pray him he s shook n lil
0,found one coworkers actually like leaving
0,wish outside thats thing thats gonna kill work day everyday summer
0,actually hot today the sun got hat every one got tan except
0,avas writer aww one
0,mileycyrus sorryyy milerz can t vote would love vote work i m sad frustraded
0,wont taking test
0,glennbeck husband loosing goverment job due downsizing he looking new job can t find one small town
0,skykemea yea u max jenrolton poor trivun
0,gonna miss gurl shes honeymoon
0,somebody installed vcenter server window x w sp sp compability matrix
0,hyped e wish could go
0,ouuuuuuuuuchhhhhhhh still hurting barca spanking
0,latinamarie ruddy manageress nd bad job her never find good place beyond cut
0,bohemyth interested however low carbs next month mean beer
1,got paycheck april bonus b deposited day rest gotta wait til mon
0,fun time broke usb stick like literally broke it
0,neeeeed plan one hang tomorrow booo
0,god im suffering greatly hair sitting blazing sunshine v v bad sunburn
0,haha aww ok back bionomial expansion ugh joy
0,jennifalconer would like swap i m sitting grumpies
0,kellz making cupcake say can t kelli bad sister
0,nice day like make miss alki
0,kenzonian yes do i m still almost gmail storage ceiling argh forced delete stuff buy space
0,mom woke u p mad dreaming shoe whants go river stupid
0,brran hey you ever pre order sims i m sad im poor get right
0,hate car place lt jx gt
0,just cal work or hehe mind gutter i m sittin doin student loan thing
0,disapointed good evans sound really bad tune britainsgottalent
0,tmg tried help
0,soo sick hate life
0,omgamandanicole dedicated song vw sold
0,well look like hurdle out
0,unopened pack goat cheese starin face starving din til
0,editing video van i m little hungry depressed see yet
1,soapylove congrats invisalign need get refitted mine got lazy stopped wearing them
0,friday night working
0,nkeathley tried join chat site would let sign
0,lost internet raid o
0,comp mental health take me samuel rogers center city gave appt june th day worth pill left lt
0,kiwiikink vma s guess so also wanna go london june demi lovato concert one s going
0,profitable day looking forward sunday gonna great day sad too th grader last day
0,kelly straycat sorry like people like feel well tummy
0,still freakin missing game jonasnewsongs
0,mower shopping
1,jennifalconer thought rubbish twin cute tho
0,sometimes feel like person world without iphone
0,burnt arm just thought know
0,twitter trippin right pic
0,jeremybeguhn fun without meee i m going missss youu
0,blackberry s got fatty battery guess we re kinda boat huh laurensanchez
0,gotta work lonely weekend ahead
1,kinahboo imma miss dem kobe nd bron commrcials wen cleveland get knocked doe wer funny
0,livefreet mean make sad
1,stephanie hall gutted wasn t lmao think i m obsessed him bahaha
1,ifelixgonzalez really look like going rain gray la bummer sumtimes
0,didnt get paid week roll tuesday
0,eprussakov ohï¿½ unfortunately
0,iheartreading hey sorry got tweet puppy someone already got
1,dreaming weekend awake
0,i m dreading hearing even worse news tonight
0,see wat mean bout follw friidays called lose fllowers friday smh
1,alitaluna hey workaholic p lol jus wanted say hiiii i always tell ash invite u say ur always working lol
0,seattle washington im sooooo hungry amp i miss alaska
0,ottosdaughter sorry hear
0,fjgkfld sdh hometown day friend
0,zeenabobeena im sorry fail
0,mandyyjirouxx mandy let vote want win can t help gonna jump bridge kidding sux
0,cashric miss u ceddy
1,yay almost home go walking today
0,bored need friend
0,raning really bad
0,course rain five minute finish watering flower took half hour water too
0,hummmmm ohh miss much realy hope nice friend like u
0,ugh hungry scarfed lunch even thought take pic feastfriday
0,show tonight plan ughhhh
0,take math quiz on friday booo
0,noufah aaaah swear took mistake somehow attached charger apparently needed break u huh
1,nice hair nowhere go
0,thatkadygirl every day life lately feel ya girl lt
1,feel depressed save it thanks nothing
0,want see bud mel miss hur load
0,mattdavey happy
1,nice night golfing
0,leslie pearlman mow love mow
0,veronica oh noooo suck reschedule another show
0,spent day bridget small thing got wind farted lot oh yeah baby slightly broody
1,leaving florida want live forever texan girl
0,wish going see patmaine johnmaine garrettmaine jaredmaine kennedymaine today i m sad dont
0,traveling l a see grandpa hospital another road block family cross
0,dtballa want forgive forget this please dont like promise going live without drama now so please
0,anjeebaby snap i m reality show watch first i m hooked sad
0,one tesla dealership
0,stuck work stuck work i m hungry
0,watching thomas train engine make miss george carlin
0,quot shipping amp handleing quot soooo expensive entire order ordering yet
1,orchidflower yes all oh gone bed minor soap marathon photo editing night me ohhh inn lake nice food
0,wishing could go boulderdiaries soco go climb instead i m stuck work weekend
0,lunch break s over going back work
0,mediatemple mt awful ftp service
1,massive headache going see terminator tonight
0,wtf come need day go
0,ooh hayfever struck thought going avoid year nooo remedy anyone
0,let down mri today neurosurgeon order it which mean come back okc soon amp nothing new
1,watch jay leno tonite last day tonight show host
0,okay gots go first time since started miss block party retrorewind
0,watching army wife always make cry
1,symantec ghost image corruption making cry
0,i m german think able go germany free whenever want plz
1,kat haaa awesome remember brother got given woody got upset cause got buzz got lmfao
0,it s romantic novel cried end i m going bed i m tired
1,ughhh think plan ruined excited too
0,happy
1,week mine easy finally over
0,jhonenv need horror lovecraftian actually enough weird horror movie
1,friday freakin happy today annoying day buuut weekend tgif lt
1,new york ft look rather good last night big apple
0,best day ever met greatest year old never see again ahh i ll miss i saw hour xd sad
1,bellabkny thanks support kept updating help
0,finally friday still grounded till next thursday stereo life lt
0,jennafletch freddies cotch ladyhawke here missing bajan beauty
0,still eat still office get sick throat day leave air condition throat killing tour bus
0,leod uk argh twitter didnt post reply tweet age aint much enjoying sun
0,kristindamama work disney not cracked ta be
0,rosecharlotte oh gosh tomorrow well god lucky might put yet another week
0,bank
0,im happy ipod laptop dont know whih one decided refuse let sync song live without
0,fell holdin kale hand today i hurt foot amp bruised forehead im klutz
0,rpulse clicked check picture angelina went spam site ordering check go figure
0,lobster dinner mba folk tonight terasse pouring rain mtl
0,gailmoscoso oo noo thats good
0,feeling bad daisy cry every episode watch waaaaay much tv
0,lost follower oh well probably one mute one anyway
0,i ve dead past day the flu suck
1,aww sunny day tasty barbeque family got bad sunburn though
0,skinnermike told joke onstage butlins one person laughed scarred life
1,back lunch ready go homeeeeeeeeeeeeeee
0,asacavalli wish wit you friend mine r well weekend i ll working
1,dinner crown south moreton david stroppy teenager
0,oh i m really tired migraine endometriosis amp fibromyalgia amp migraine amp sleep probs compoundin ea since surgery
0,biosshadow i m going sadly maybe next year eh
0,feeling great today
1,looking website working
0,dutchcowboys huh pr
1,lvlyfairygrl would say bc overcast get sunny yes
0,tommcfly hey tom i m happy enjoying brazil i m sad cuz i m goin see show
0,wish mum spent forever talking could call kiera later gt lt much time left though
0,work very soon way soon
1,gabilicious hahaha probably sorry we ve got thing around house and go jared s parent house
0,jgooden put way make much sense it rotfl
0,listening hey zulu red n meth sux work right
0,i ve experienced apathy empathy customer service situation many time recently
0,raptorsforum sigh know am
0,missed ups guy again ugh sad got cool stuff today i m super excited about looking forward tonight
1,know mom gave clean macbook white now tinted grayish blue black desk
0,creationswheart ive wanting gone mo amp close shop
0,finally feel like nice summer day i m feeling sick
0,found swing set sale block home super cheap want kid one answering phone listed
0,miss hero already come one fall
0,spare time seems twill spent homework weekend
0,i m feeling frustrated i can t get thing work
0,ewwwy campus cleanup community service
0,gfalcone little girl bgt sad cried lol xxxxxxxxxxxxxxxxxxx
0,nathaliecaron ended going left knee killing me think pushed much yesterday
0,please vote sympathy bgt
0,aw wee lassie made cry tear streamin doon face lol thats wee shame x
0,sitting watching britain s got f talent watched small girl cry sad
1,followed compliance great watch say now
1,beeank haha awesome always use eat
1,made sister cry hahah bless her hope again
0,bless little girl bgt
1,blooddrunk sick i m totally getting gh bad guy get play boston
1,bgt aw bless her stomach sank first whimpered good trying carry on that s nice simon take charge
0,jennwadsworth sad school close
0,jennifalconer tough that wanted hug like
0,phone still blocked fav cll
0,tyefighter sell guitar hero p fund splitting ex
0,gfalcone ino o near cry sometimes forget actually live tv am talkin sme thing sxxxx
0,abbyluvsaj nice wish twitter would tile mine
0,ughhh third bottle foundation i ve broken
1,omds holly steel bless her x
0,kezzawezz want dinna hink it ll get shown elgin n got nae go with n
0,dorkus well gonna fit big long advertisement
1,little girl holly find time aw she ll get load vote bet
0,decaydance nothing
0,ftskirstin im depressed like baddddd
0,gfalcone britain s got talent cute little girl feel sorry her hope simon find time xx
0,coollike cokies arnt real imaginary hav mmmmmmmmmmmm cookie
1,sarahblevins know
0,one bringing snack
0,ugh dunno im best mood know allergy meh
0,want join live michigan
1,gfalcone haha cry xx
1,robbywat minute thought said quot maggie extra eye growing quot yep i m space cadet sorry sweet girl
0,bunny longing hoodie left car brrr
0,going happen one day feel girl mum
0,omiriamo like idea going cinema monday
0,imjustdanni awww thats fair me im lil sad
0,sorealcru gloomy la sun nice
0,excitement new follower overnight sadness ad bot
0,mulla oh noooooo i m sorry suck hard
0,siggidori sorry i m creating new comedy style quot bad joking quot
0,omg i m going robinson tyler wfm freakin miss anthony ugh today kinda suck lex lt
1,thatdamnninja oh okay every often get random taste blood mouth make go quot eww blood quot haha
1,hollie steel bless her go dreambears lt hahahahaha
0,lobsterandswan itï¿½s beautiful blog iï¿½m able acess anymore
0,plan evening dinner shopping dress shirt watching up going bed plan saturday funeral friend
1,kiieeeee yaaay u cleaning ur room said hi u day amp u didnt write back
1,mallorca want play guitar come home i m going buy mcfly dvd first
0,jason inc sound good still like friday although mean go work tomarrow
0,making good time fucking chicago traffic photo http bkite com xoh
0,robineccles indeed get song however unable listen
1,yay im ride home take tha yellow limo super gay
0,aaronhoskins fucking miss band much
0,miss hubby already
0,randiellen nofair bk uhura nero left
1,need cheer up
0,need water paper towel coke store feel sick go get
0,cagneyartist sorry response assistant job already filled please check back soon i m sure last long
0,home sore knee
0,theredhood going away partyyy mandydiblasi s come
0,stoya limited web access thought europe lot quot connected quot were regardless fun i ve never europe
1,greatkingrat hey forgot that ask steve take mine mate look like liam shameless
0,theroser miss much o
0,poor girl britain got talent god love forgot word cried get second chance perform
0,brran really suck think might cry skipped anything important have comp getting disposable
1,idmoore enjoy day too prob see u top glyders pint me gotta drive straight back we ve got dog stuff sunday
1,gfalcone tom u hahahahahahhah he s bff
0,awww poor holly
0,zhighlife people r weird
0,justcause summer hour say day end pm doesn t mean really get leave
0,time take astronomy test
0,getting used getting cold asthma paying it
0,actually workin weekend not
0,back laaandan miss already check new giant purple bow gold wing necklace lt td http tinyurl com mymw
0,miss dog r i p batman yeah batman i really hope all dog go heaven true
0,wal mart orientation it s work seriously this suck
1,under control aw babyy i m sorry gots excited haha lt
0,joemuggs urgh grime likey
0,know watch holly again break heart
0,favorite curling iron broke
0,vegasrex wish time back airport already
0,i ve nudged much going lately umped game wknd took one pill
0,ya ll turned device update can t turn em back on feel so so out touch
0,didnt cry end sad see last episode er man good series
0,toki wee girl started cry mum came on shame
0,sad http bit ly bjth love kelly lt
1,ragazza matta take quot how well know me quot quiz made one day one took yet put pic yday fb xx
0,rdegree man still seen movie too bad i m work
0,chevelleluv p s sorry ur uncle
0,hate watchn thing make sad n wana cry
1,working ready go
0,found none
0,nesitajai ur leaving week know dont see u everyday like fact ur city
0,sound input computer stop working mic jack usb webcam mic work either checked input control
0,hardcore damn frat that s bad good show at least i m hoping so esp since bk
0,tired canï¿½t stay awake but must finish work sunday
0,dangit lsu w spot b lead southern intentionally mentioning anything got jinxed anyhow
1,dentist chick hot thats plus
0,chelseapiersnyc tiny cc seem load thinking going batting cage apparently gotta book adv
0,myke yooo myyyyye bust i m sick tooo shoot me long night tonight
0,freyalynn dude fail know exactly place
0,home chocolate peanut butter stupid kid bus ruined yearbook
0,ringqvist seriously it get sadder
0,likewise buttahbrown better ask appreciate neglecting sir fresh
1,looked cute too
0,might snob friend follower ratio
0,damm feel like song dead gone travis garland
0,taurenlegend kind hard see pic doggie pic exist
0,saying goodbye papa
0,cause missed lot class
0,keep receiving beautiful pic beach charleymagne i m office working getting bitter
0,home alone yet again mam dad rather go club stay take out yes think prof loved
0,aaaaaw want live usa
0,even nooooo secret namerebecca please
0,another two hour work ugh go slow im sore
1,lunch with me eat alone soo long oh well
0,today day leakycon awesome number wish far away
0,day away evicted
0,got really sick today text later nap time
0,cant find red lighter reminds amy
1,welsh lottie one favourite pastime weekend long weekend monday i m ice show w g daughter
1,bye twitter amp fb world i m san francisco airport ready board air china sure i ll internet access
1,damn spent week whole pay shopping oh well i m happy
1,wrldfms would know phone
0,reyt fancy valentinos worst time considering can t
0,today free day bell rang wen rang end okayy but
1,reception food long beach graduation champagne http twitpic com eba
0,head hurting
0,weirdest hive leg arm heck allergic to itch bad dang it
0,mitchelmusso never reply mee must really hate l
0,getting back swing still sore surgery tired coffee time
0,lula feeling well http tinyurl com mkcsq
0,lil kimmeh too miss it i however humpthestump rest life
0,igobydoc no kill spider mostly good eat bad bug make web like do smushing one
0,neil picked show tailights cause heartless hit run
1,really wanna go school monday honest
0,big weekend final project due sunday night computer day night
0,tooth bloody killing sure wait next week get fixed
0,lot reqs today fun
1,want get super pretty want cig
0,idance well yes lol chat earlier willing learn anything else
0,wanted go club dancing but iï¿½m tired anyways go work tomorrow
0,madly love row wishing money
0,feel like crap
1,water horse movie totally making want go scotland want water horse lol
0,pool fun without tim it
0,cassiefasho wish still loved
0,sad gone show mcfly fan them
0,ohh tooth hurt ohh im sad hurt
0,alexxx im gona miss today im sad noooooooo
0,shanedawson sadly live scotland though shane lt
0,wish laying sand listening wave crash shore
0,dimepiecemag ahhh u know ur sh t love it lol how s next issue coming along loop sowwy
0,ego assassin soooo sorry love kitty know much become part you
0,trying straighten hair effing hot here also need food
0,know see people love country could get closer
0,dont wanna work tonight
0,barg posted gmod birthday see it
0,we re little upset cause stephanie bring brownie today
0,asthma issue today bah
0,friday amp every plan me my mom laser tagging w friend haha my brother out my sister dad r working me bf alone
0,jjanebb include getaway music fail
1,tommcfly wishing could sï¿½o paulo show fortunately went brasilia one haha
0,heidepaneer could probably get craig s list list it i ll cry later
0,wojohitz marchingstars winkiedinkie erockett feel left out alone az lol
0,victoriax im sorry
0,producing pieterbickford anchoring sad goodbye miss lynne ashminov miss you
0,sulking home rained poor strategy i m watching sun shine desk robarts reference room
1,back gym checkin email gonna go watch old movie something little cool sit outside read
0,leaving utah today super sad face
0,r i p lil si s cousin babyfather jimmy aka gemstar
0,shabooty douchie lol thats hilarious man headache meeting
1,omg seen sun moon place disproves theory person
0,week lonely without gossip girl xoxo
1,sweater sandwich hug sound fantastic right
0,bloodyironist suck woot misha
0,lizzerdrix hate cottage cheese even got fancy stuff last weekend lemon berry i could eat half it
0,work tonight get paycheck
0,unclerush unfair wanted watch came message saying quot this video currently available country quot
0,science class right now urgh stupid project wanna go track school tired lol
0,tommcfly hate feeling like
0,aonir awww sad we ll download copy you
0,photogjack yeah price used market hasselblad even close way used hold value shame
0,meg i m sorry megan i m sure find something quick
0,daddy left go back home texas c hopefully n next two month
0,gained lb wish could afford something top ramen job
0,gotta buy second season ghost whisperer now noo moneyy
1,last late late pat kenny bless
